Medicamento;Empresa;CNPJ;Expediente;Data de Publicação;Categoria
BELARA;GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.;10.555.143/0001-13;0803859252;16/06/2025;TODAS
TENOXICAM;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;0679394257;20/05/2025;TODAS
cloridrato de sevelamer;FUNDAÇÃO BAIANA DE PESQ. CIENTIFICA E DESENV. TECNOLOGICO, FORNECIMENTO E DISTRIBUIÇÃO DE MEDICAMENTOS-BAHIAFARMA;13.078.518/0001-90;1552990218;23/04/2021;TODAS
BESILATO DE ANLODIPINO;CIMED INDUSTRIA S.A;02.814.497/0001-07;1358316244;03/10/2024;TODAS
OSTRAZIL;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0487660242;17/04/2024;TODAS
HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;2943701206;31/08/2020;TODAS
TRINODAZOL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;0834844257;25/06/2025;TODAS
ALIVIUM;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;2182927206;07/07/2020;TODAS
FLUCOL;BELFAR LTDA;18.324.343/0001-77;1542357241;08/11/2024;TODAS
CLARIL;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;0108451241;29/01/2024;TODAS
Travoptic;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;0775052230;26/07/2023;TODAS
CABEREDUX;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0350276217;27/01/2021;TODAS
dimesilato de lisdexanfetamina;TEVA FARMACÊUTICA LTDA.;05.333.542/0001-08;0578770253;29/04/2025;TODAS
latanoprosta + maleato de timolol;EMS S/A;57.507.378/0003-65;1359620231;01/12/2023;TODAS
HUMIRA;ABBVIE FARMACÊUTICA LTDA.;15.800.545/0001-50;0491810237;15/05/2023;TODAS
VIGADEXA;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;0645501255;13/05/2025;TODAS
TOBRAZOL;TEVA FARMACÊUTICA LTDA.;05.333.542/0001-08;0689482248;23/05/2024;TODAS
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;0815806256;18/06/2025;TODAS
MICOFENOLATO DE SODIO;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;0834916258;25/06/2025;TODAS
CETOMICOSS;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0792774256;12/06/2025;TODAS
TOBREX;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;1200180259;10/09/2025;TODAS
ZANIDIP;APSEN FARMACEUTICA S/A;62.462.015/0001-29;1272688241;16/09/2024;TODAS
MYDRIACYL;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;0073914231;24/01/2023;TODAS
PATANOL;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;0305020251;06/03/2025;TODAS
ALIVIUM;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;0469291249;12/04/2024;TODAS
FINASTERIDA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0749360259;03/06/2025;TODAS
ANTROFI;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4931490221;11/11/2022;TODAS
MAXITROL;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;0624855252;08/05/2025;TODAS
CLONIXINATO DE LISINA;EMS S/A;57.507.378/0003-65;1100366245;12/08/2024;TODAS
cloridrato de moxifloxacino;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;5066525220;19/12/2022;TODAS
temozolomida;SUN FARMACÊUTICA DO BRASIL LTDA;05.035.244/0001-23;1257009249;12/09/2024;TODAS
BROMAZEPAM;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0725130253;28/05/2025;TODAS
RINGER COM LACTATO;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;06.628.333/0001-46;0216607248;23/02/2024;TODAS
VINCY;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;0850532212;04/03/2021;TODAS
SMOFKABIVEN;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;4214313224;26/05/2022;TODAS
orlistate;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;1447053215;15/04/2021;TODAS
PITAVASTATINA CALCICA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0428203256;28/03/2025;TODAS
HEMIFUMARATO DE QUETIAPINA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;5055577223;15/12/2022;TODAS
Nuwiq;OCTAPHARMA BRASIL LTDA;02.552.927/0001-60;0885171233;22/08/2023;TODAS
MYTFOR;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;4644616214;24/11/2021;TODAS
tartarato de brimonidina + maleato de timolol;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;0550108238;30/05/2023;TODAS
REPATHA;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;18.774.815/0001-93;1526393247;06/11/2024;TODAS
NISTATINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0028542258;09/01/2025;TODAS
EFICENTUS;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0731146255;29/05/2025;TODAS
NUTRI B;NATULAB LABORATORIO S.A;02.456.955/0001-83;3976111210;08/10/2021;TODAS
BESILATO DE ANLODIPINO + LOSARTANA POTÁSSICA;EMS S/A;57.507.378/0003-65;1138053252;25/08/2025;TODAS
OLMESARTANA MEDOXOMILA+HIDROCLOROTIAZIDA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;1193620252;09/09/2025;TODAS
losartana potássica + hidroclorotiazida;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1200551257;10/09/2025;TODAS
VARIFLUX;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;0557131251;25/04/2025;TODAS
FAR MANGUINHOS-DIAZEPAM;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;0511276231;19/05/2023;TODAS
ADAPALENO;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1728791243;18/12/2024;TODAS
DICLOFENACO SÓDICO;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1128987252;21/08/2025;TODAS
TADALAFILA;EMS S/A;57.507.378/0003-65;0158983254;05/02/2025;TODAS
DIELOFT;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1117994252;19/08/2025;TODAS
tobramicina;OPEM REPRESENTAÇÃO IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA;38.909.503/0001-57;0825463254;23/06/2025;TODAS
CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;0915412250;14/07/2025;TODAS
CAPECITABINA;SUN FARMACÊUTICA DO BRASIL LTDA;05.035.244/0001-23;0356154254;17/03/2025;TODAS
CLORIDRATO DE CICLOBENZAPRINA;CIMED INDUSTRIA S.A;02.814.497/0001-07;0357205243;22/03/2024;TODAS
CANESTEN;BAYER S.A.;18.459.628/0001-15;1459903242;23/10/2024;TODAS
CLORIDRATO DE METFORMINA;EMS S/A;57.507.378/0003-65;4075993213;15/10/2021;TODAS
EZETIMIBA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;0834391236;09/08/2023;TODAS
DICLOFENACO POTÁSSICO;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1126891258;21/08/2025;TODAS
GLIBENCLAMIDA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1734296241;19/12/2024;TODAS
NISTATINA + ÓXIDO DE ZINCO;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1361927241;03/10/2024;TODAS
NUSTENDI;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;60.874.187/0001-84;1013503252;06/08/2025;TODAS
cloridrato de remifentanila;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;1255553235;14/11/2023;TODAS
irbesartana + hidroclorotiazida;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;0866171258;02/07/2025;TODAS
CARVEDILOL;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;0521822195;12/06/2019;TODAS
DOCETAXEL;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;0578782235;06/06/2023;TODAS
CLORIDRATO DE AMITRIPTILINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0908049251;11/07/2025;TODAS
cloridrato de metformina;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;4447953218;10/11/2021;TODAS
ezetimiba + sinvastatina;EMS S/A;57.507.378/0003-65;0904380254;10/07/2025;TODAS
DIPIRONA SÓDICA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0205539254;13/02/2025;TODAS
RISPERIDONA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0775049255;09/06/2025;TODAS
CLORIDRATO DE TRAZODONA;TORRENT DO BRASIL LTDA;33.078.528/0001-32;0323366252;10/03/2025;TODAS
FRUSALT;CIMED INDUSTRIA S.A;02.814.497/0001-07;0563065222;16/02/2022;TODAS
BROMIDRATO DE GALANTAMINA;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;0730413250;29/05/2025;TODAS
celecoxibe;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;0200438255;12/02/2025;TODAS
BISSULFATO DE CLOPIDOGREL;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;0635352195;19/07/2019;TODAS
baclofeno;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0531121259;17/04/2025;TODAS
ezetimiba;EMS S/A;57.507.378/0003-65;1041878257;12/08/2025;TODAS
MAXIDRATE;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;0148843255;03/02/2025;TODAS
LEVOFLOXACINO;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0750985259;03/06/2025;TODAS
DIPROSONE;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;0540959251;22/04/2025;TODAS
BISSULFATO DE CLOPIDOGREL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;4442160228;19/07/2022;TODAS
FENOFIBRATO;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;1143070182;04/12/2018;TODAS
dicloridrato de trimetazidina;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;0672894254;19/05/2025;TODAS
MITRUL;ADIUM S.A.;55.980.684/0001-27;0372364241;26/03/2024;TODAS
CYRAMZA;ELI LILLY DO BRASIL LTDA;43.940.618/0001-44;0318514257;09/03/2025;TODAS
OSTEOFAR;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;83.874.628/0001-43;0368113256;19/03/2025;TODAS
CLORIDRATO DE CIPROFLOXACINO;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0066626251;16/01/2025;TODAS
ALOPURINOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0228204259;18/02/2025;TODAS
deferasirox;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;1342314212;08/04/2021;TODAS
VITALIA XR;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0395383234;19/04/2023;TODAS
cloridrato de moxifloxacino;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4929934222;10/11/2022;TODAS
CLORIDRATO DE NALBUFINA;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;1604323248;23/11/2024;TODAS
ACETILCISTEINA;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;0124490239;07/02/2023;TODAS
cloridrato de venlafaxina;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1404770232;11/12/2023;TODAS
Azitromicina di-hidratada;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1690387246;11/12/2024;TODAS
PACLITAXEL;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;0752632256;03/06/2025;TODAS
verazo;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;1369712243;04/10/2024;TODAS
NORFLOXACINO;CIMED INDUSTRIA S.A;02.814.497/0001-07;0546160255;23/04/2025;TODAS
ZIDOVIR;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;2517038210;29/06/2021;TODAS
Cloridrato de Propranolol;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0658750259;15/05/2025;TODAS
CLORIDRATO DE METFORMINA;MERCK S/A;33.069.212/0001-84;0766462251;06/06/2025;TODAS
CLORIDRATO DE PROPAFENONA;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;0312371250;07/03/2025;TODAS
CONCOR;MERCK S/A;33.069.212/0001-84;0664902251;16/05/2025;TODAS
cetoprofeno;EMS S/A;57.507.378/0003-65;0053613252;14/01/2025;TODAS
OXALATO DE ESCITALOPRAM;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0734352255;30/05/2025;TODAS
TETANOGAMMA;CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;62.969.589/0001-98;0468074252;04/04/2025;TODAS
NIMEGON MET;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;1572178248;14/11/2024;TODAS
MICOSTALAB;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;0266961258;25/02/2025;TODAS
CARBIDOL;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0235124257;19/02/2025;TODAS
mesilato de doxazosina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0483902233;12/05/2023;TODAS
CARVEDILOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1361743247;03/10/2024;TODAS
LISINOPRIL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0840241259;26/06/2025;TODAS
FINASTERIDA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0749425253;03/06/2025;TODAS
SAXENDA;NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA;82.277.955/0001-55;0841802254;27/06/2025;TODAS
ACICLOVIR;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;0725804254;28/05/2025;TODAS
SYMBICORT;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;1113424257;18/08/2025;TODAS
SUCCINATO DE METOPROLOL;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;0516124251;15/04/2025;TODAS
LYDIAN;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;3580635212;10/09/2021;TODAS
HEMIFUMARATO DE QUETIAPINA;LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE;10.877.926/0001-13;0911778250;11/07/2025;TODAS
maleato de enalapril + hidroclorotiazida;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;4371305229;01/07/2022;TODAS
bezafibrato;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;0941548153;26/10/2015;TODAS
Levolukast;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;1117159256;19/08/2025;TODAS
KOLLANGEL FF;NATULAB LABORATORIO S.A;02.456.955/0001-83;0064120228;05/01/2022;TODAS
ABRIFIT;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1354988248;02/10/2024;TODAS
RUVASCOR;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1173174257;03/09/2025;TODAS
ESPINHEIRA SANTA HERBARIUM;HERBARIUM LABORATORIO BOTANICO LTDA;78.950.011/0001-20;4888226229;31/10/2022;TODAS
RIXANTIL;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;0957361254;22/07/2025;TODAS
FOSFATO SODICO DE PREDNISOLONA;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;0405687257;25/03/2025;TODAS
desogestrel;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;4284596225;10/06/2022;TODAS
besilato de anlodipino;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1438426241;18/10/2024;TODAS
risperidona;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0069612251;17/01/2025;TODAS
HEMITARTARATO DE RIVASTIGMINA;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;0991105257;31/07/2025;TODAS
OFTPRED;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;1477137246;28/10/2024;TODAS
TÂMISA 15;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0553688243;26/04/2024;TODAS
BUPIUM;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;0858195259;30/06/2025;TODAS
amoxicilina triidratada + clavulanato de potássio;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0819589233;07/08/2023;TODAS
DEPAXAN;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;2678363228;05/05/2022;TODAS
BUENE;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;5026901221;08/12/2022;TODAS
VYZULTA;BL INDÚSTRIA OTICA LTDA;27.011.022/0001-03;0035639253;10/01/2025;TODAS
captopril;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;4997882224;01/12/2022;TODAS
SENSAZ;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0731474252;29/05/2025;TODAS
nistatina + óxido de zinco;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1107056241;13/08/2024;TODAS
nistatina + óxido de zinco;EMS S/A;57.507.378/0003-65;0975677250;28/07/2025;TODAS
cloridrato de paroxetina;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;0844792250;27/06/2025;TODAS
QUICARD;EMS S/A;57.507.378/0003-65;1722630248;17/12/2024;TODAS
cloridrato de memantina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0200665251;12/02/2025;TODAS
EMAH;SUN FARMACÊUTICA DO BRASIL LTDA;05.035.244/0001-23;1694769241;11/12/2024;TODAS
COAMA;EMS S/A;57.507.378/0003-65;2535665221;26/04/2022;TODAS
HIDAZOL;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;0393556247;28/03/2024;TODAS
QUEVATRYL;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;4815983224;13/10/2022;TODAS
Myltol;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;0095242217;08/01/2021;TODAS
BLAUIMUNO;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;4289621228;13/06/2022;TODAS
TRIMUSK;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1148607242;21/08/2024;TODAS
SYNTOCINON;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;1105776247;13/08/2024;TODAS
docetaxel;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;0719208238;12/07/2023;TODAS
paracetamol + fosfato de codeína;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;1503485242;31/10/2024;TODAS
DELUMI;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;2298619212;14/06/2021;TODAS
besilato de anlodipino;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;0762490250;05/06/2025;TODAS
HERZATEN;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1722678241;17/12/2024;TODAS
Dymista;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;0788279254;11/06/2025;TODAS
Myllcis;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;4553661209;23/12/2020;TODAS
Tilatil;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;0245031251;20/02/2025;TODAS
QUETIPIN LP;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;0743326253;02/06/2025;TODAS
ESKEMICO;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1723201243;17/12/2024;TODAS
EROXYM;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;4869154226;26/10/2022;TODAS
CASTANHA DA INDIA GLOBO;LABORATÓRIO GLOBO SA;17.115.437/0001-73;0771052251;09/06/2025;TODAS
deferasirox;INSTITUTO VITAL BRAZIL S/A;30.064.034/0001-00;0236649256;19/02/2025;TODAS
ALECENSA;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;33.009.945/0001-23;0750188251;03/06/2025;TODAS
CAPZAT;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0748547231;19/07/2023;TODAS
Lemtrada;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0655661255;15/05/2025;TODAS
cetoconazol + dipropionato de betametasona + sulfato de neomicina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0513502238;22/05/2023;TODAS
PREDNISONA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0266842259;25/02/2025;TODAS
LISADOR DIP;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;0529599252;17/04/2025;TODAS
GLICLAZIDA;SUN FARMACÊUTICA DO BRASIL LTDA;05.035.244/0001-23;0289176210;22/01/2021;TODAS
ORKAMBI;VERTEX FARMACEUTICA DO BRASIL LTDA.;21.798.065/0001-02;2452139220;18/04/2022;TODAS
ELENCOS;TEVA FARMACÊUTICA LTDA.;05.333.542/0001-08;0571625240;30/04/2024;TODAS
EMSGRIP CAF;EMS S/A;57.507.378/0003-65;0459901249;11/04/2024;TODAS
latanoprosta;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;0600332250;05/05/2025;TODAS
cloridrato de duloxetina;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1045453251;12/08/2025;TODAS
Moriale ODT;EMS S/A;57.507.378/0003-65;0792665252;12/06/2025;TODAS
naproxeno sódico;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1161249249;23/08/2024;TODAS
PRALÍVIO;CIMED INDUSTRIA S.A;02.814.497/0001-07;1563157241;13/11/2024;TODAS
SUPERAN;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;3148908210;11/08/2021;TODAS
CEF;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;0685735249;22/05/2024;TODAS
DESVENTAG;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1216002231;06/11/2023;TODAS
amoxicilina + clavulanato de potássio;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;0242067247;28/02/2024;TODAS
TARGOCID;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;0710414251;26/05/2025;TODAS
CLIZE;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;01.571.702/0001-98;4344142204;08/12/2020;TODAS
NYPRAM;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;0294082239;23/03/2023;TODAS
MECLIN JET;APSEN FARMACEUTICA S/A;62.462.015/0001-29;0151735255;04/02/2025;TODAS
DIOBRATE;CIMED INDUSTRIA S.A;02.814.497/0001-07;4128464200;23/11/2020;TODAS
IBANUNO;SUPERA FARMA LABORATÓRIOS S.A;43.312.503/0001-05;0395013259;24/03/2025;TODAS
TRISK;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;0949830232;06/09/2023;TODAS
CALMADOR;LABORATÓRIO SAÚDE LTDA;91.671.792/0001-81;0689094256;22/05/2025;TODAS
NEXFLEN;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1161225242;23/08/2024;TODAS
cabergolina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1556670216;23/04/2021;TODAS
fosaprepitanto dimeglumina;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;0528183231;24/05/2023;TODAS
ALOIS DUO;APSEN FARMACEUTICA S/A;62.462.015/0001-29;0821754254;23/06/2025;TODAS
Typhim Vi;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4460503221;27/07/2022;TODAS
BORTECIP;CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA;18.268.051/0001-64;0461108259;03/04/2025;TODAS
cloridrato de dorzolamida + maleato de timolol;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;1148993258;27/08/2025;TODAS
BEXTRA IM/IV;PFIZER BRASIL LTDA;61.072.393/0001-33;0672816245;21/05/2024;TODAS
PERIDAL;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;0985103256;30/07/2025;TODAS
FURP- PIRAZINAMIDA;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;43.640.754/0001-19;4708868227;19/09/2022;TODAS
ASEA;SUPERA FARMA LABORATÓRIOS S.A;43.312.503/0001-05;0709361254;26/05/2025;TODAS
HOLMES;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1157503250;29/08/2025;TODAS
SPIDUFEN LIMÃO COLA;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;61.100.004/0001-36;1514677245;04/11/2024;TODAS
montelucaste de sódio;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1150184256;27/08/2025;TODAS
VARICAPS AH;KLEY HERTZ FARMACEUTICA S.A;92.695.691/0001-03;4047165209;17/11/2020;TODAS
levonorgestrel;CIMED INDUSTRIA S.A;02.814.497/0001-07;0540334227;14/02/2022;TODAS
FEMINIQUE CONTI;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;0996688251;01/08/2025;TODAS
prednisona;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;0387668250;21/03/2025;TODAS
UROHIPE;UNO HEALTHCARE COMÉRCIO DE MEDICAMENTOS LTDA.;13.109.151/0001-24;0743698240;04/06/2024;TODAS
VACINA BCG;UNO HEALTHCARE COMÉRCIO DE MEDICAMENTOS LTDA.;13.109.151/0001-24;4823888227;14/10/2022;TODAS
