Medicamento;Empresa;CNPJ;Expediente;Data de Publicação;Data de Publicação (dt);Categoria
CLISTEROL;JP INDUSTRIA FARMACEUTICA S/A;55.972.087/0001-50;4479429201;18/12/2020;2020-12-18;especifico
JP GLICOSE;JP INDUSTRIA FARMACEUTICA S/A;55.972.087/0001-50;4478509207;18/12/2020;2020-12-18;especifico
JP GLICOFISIOLÓGICO;JP INDUSTRIA FARMACEUTICA S/A;55.972.087/0001-50;4477154201;18/12/2020;2020-12-18;especifico
CIPROFIBRATO;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4523217202;21/12/2020;2020-12-21;generico
CLORIDRATO DE SOTALOL;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4524231203;21/12/2020;2020-12-21;generico
GLIMEPIRIDA;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4523359204;21/12/2020;2020-12-21;generico
SANY D CAPS;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4524194205;21/12/2020;2020-12-21;especifico
CLOTRIMAZOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4541007201;22/12/2020;2020-12-22;generico
CARBOCISTEINA;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4531965201;22/12/2020;2020-12-22;generico
SOLUÇÃO DE RINGER;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;4542272209;22/12/2020;2020-12-22;especifico
CLOPIN DUO;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;4540132202;22/12/2020;2020-12-22;novo
BISURAN;EMS S/A;57.507.378/0003-65;4556080203;23/12/2020;2020-12-23;similar
CLORIDRATO DE BROMEXINA;EMS S/A;57.507.378/0003-65;4556295204;23/12/2020;2020-12-23;generico
Myllcis;MYLAN LABORATORIOS LTDA;11.643.096/0001-22;4553661209;23/12/2020;2020-12-23;similar
CLOTRIMAZOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;4612066201;28/12/2020;2020-12-28;generico
olanzapina;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;4611851209;28/12/2020;2020-12-28;generico
CLONAZEPAM (PORT. 344/98  LISTA B1);PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;4609728207;28/12/2020;2020-12-28;generico
PERMETRINA;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;4612170206;28/12/2020;2020-12-28;generico
PERINDOPRIL ERBUMINA;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;4613742204;28/12/2020;2020-12-28;generico
cabergolina;SUN FARMACÊUTICA DO BRASIL LTDA;5035244000123;4642202201;30/12/2020;2020-12-30;generico
BETAMETASONA;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;4642084203;30/12/2020;2020-12-30;generico
cloridrato de donepezila;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;4640540202;30/12/2020;2020-12-30;generico
AGUA PARA INJEÇAO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;37290211;04/01/2021;2021-01-04;especifico
CAPECITABINA;SUN FARMACÊUTICA DO BRASIL LTDA;5035244000123;37012216;04/01/2021;2021-01-04;generico
GILENYA;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;53533218;05/01/2021;2021-01-05;novo
ASEA;SUPERA FARMA LABORATÓRIOS S.A;43.312.503/0001-05;60417218;06/01/2021;2021-01-06;similar
LIPLESS;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;66895218;06/01/2021;2021-01-06;similar
valsartana + hidroclorotiazida;ZYDUS NIKKHO FARMACÊUTICA LTDA;5254971000181;68621212;06/01/2021;2021-01-06;generico
CLORIDRATO DE VERAPAMIL;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;77260217;07/01/2021;2021-01-07;generico
ENDOFOLIN;MARJAN INDÚSTRIA E COMÉRCIO LTDA;60.726.692/0001-81;81152211;07/01/2021;2021-01-07;especifico
MEDITIVOX;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;78258211;07/01/2021;2021-01-07;similar
FAULDCISPLA;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;79307218;07/01/2021;2021-01-07;similar
SOLUCAO FISIOLOGICA DE RINGER COM LACTATO DE SODIO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;78503212;07/01/2021;2021-01-07;especifico
FAULDACAR;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;89618217;08/01/2021;2021-01-08;similar
FRANOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;92019213;08/01/2021;2021-01-08;novo
Myltol;MYLAN LABORATORIOS LTDA;11.643.096/0001-22;95242217;08/01/2021;2021-01-08;similar
THYROGEN;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;96651217;08/01/2021;2021-01-08;biologico
TELMISARTANA;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;129818216;11/01/2021;2021-01-11;generico
ROXFLAN;MERCK S/A;33.069.212/0001-84;138307218;12/01/2021;2021-01-12;similar
desloratadina;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;145714214;12/01/2021;2021-01-12;generico
DRUSOLOL;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;142842210;12/01/2021;2021-01-12;similar
RINGER;FARMARIN INDUSTRIA E COMERCIO LTDA;58.635.830/0001-75;165891213;13/01/2021;2021-01-13;especifico
besilato de anlodipino;MERCK S/A;33.069.212/0001-84;153772215;13/01/2021;2021-01-13;generico
cloridrato de hidroxizina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;165079213;13/01/2021;2021-01-13;generico
FINASTERIDA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;167233219;13/01/2021;2021-01-13;generico
ALBUMINA HUMANA GRIFOLS;GRIFOLS BRASIL LTDA;2513899000171;175648216;14/01/2021;2021-01-14;novo
TORSILAX;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;5161069000110;183199212;14/01/2021;2021-01-14;similar
PARNATE;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;193558215;15/01/2021;2021-01-15;similar
FLUXENE;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;194069214;15/01/2021;2021-01-15;similar
MEPIVALEM AD;DLA PHARMACEUTICAL LTDA;45.841.137/0001-07;195679215;15/01/2021;2021-01-15;similar
NITAZOXANIDA;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;228684210;18/01/2021;2021-01-18;generico
CLORIDRATO DE AMIODARONA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;241329219;19/01/2021;2021-01-19;generico
FLEBON;FARMOQUÍMICA S/A;33.349.473/0001-58;245190215;19/01/2021;2021-01-19;fitoterapico
cloridrato de fluoxetina;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;239323219;19/01/2021;2021-01-19;generico
FLUDALIBBS;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;246522211;19/01/2021;2021-01-19;similar
MATER FOLIC;FARMOQUÍMICA S/A;33.349.473/0001-58;243160212;19/01/2021;2021-01-19;especifico
furoato de mometasona;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;256963219;20/01/2021;2021-01-20;generico
THYMOGLOBULINE;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;260780218;20/01/2021;2021-01-20;biologico
Zaltrap;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;273229217;21/01/2021;2021-01-21;biologico
BIO-MANGUINHOS ALFATALIGLICERASE;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;273974217;21/01/2021;2021-01-21;biologico
BUPSTESIC;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;271742215;21/01/2021;2021-01-21;similar
ATRED;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;281926211;22/01/2021;2021-01-22;similar
NATIFA PRO UBD;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;288014218;22/01/2021;2021-01-22;novo
TRANIL;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;289193210;22/01/2021;2021-01-22;similar
GLICLAZIDA;SUN FARMACÊUTICA DO BRASIL LTDA;5035244000123;289176210;22/01/2021;2021-01-22;generico
RIZI-M;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;324349214;25/01/2021;2021-01-25;similar
BROMOPRIDA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;323109217;25/01/2021;2021-01-25;generico
SUBTRAX;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;317404212;25/01/2021;2021-01-25;similar
BROMOPRIDA;EMS S/A;57.507.378/0003-65;323002213;25/01/2021;2021-01-25;generico
BROMOPRIDA;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;323135216;25/01/2021;2021-01-25;generico
HEMOFIL;TAKEDA PHARMA LTDA.;60.397.775/0001-74;340005211;26/01/2021;2021-01-26;biologico
NIZORAL;JANSSEN - CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;341383217;26/01/2021;2021-01-26;novo
DIPROPIONATO DE BECLOMETASONA;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;336380215;26/01/2021;2021-01-26;generico
CASODEX;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;332581214;26/01/2021;2021-01-26;novo
ENDOBULIN KIOVIG;TAKEDA PHARMA LTDA.;60.397.775/0001-74;338714213;26/01/2021;2021-01-26;biologico
NORFLOXACINO;RANBAXY FARMACÊUTICA LTDA;73.663.650/0001-90;333513215;26/01/2021;2021-01-26;generico
ATORVASTATINA CALCICA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;350835218;27/01/2021;2021-01-27;generico
CIPROFIBRATO;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;354531218;27/01/2021;2021-01-27;generico
CABEREDUX;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;350276217;27/01/2021;2021-01-27;similar
CLORIDRATO DE EPIRRUBICINA;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;365621217;28/01/2021;2021-01-28;generico
ÁGUA PARA INJETÁVEIS;FARMARIN INDUSTRIA E COMERCIO LTDA;58.635.830/0001-75;366290210;28/01/2021;2021-01-28;especifico
ibuprofeno;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;366591217;28/01/2021;2021-01-28;generico
AVIDE;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;369501218;28/01/2021;2021-01-28;similar
LEG ODT;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;366410214;28/01/2021;2021-01-28;novo
CISPLATINA;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;365145212;28/01/2021;2021-01-28;generico
cloridrato de gencitabina;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;365418214;28/01/2021;2021-01-28;generico
SOLUÇÃO FISIOLÓGICA;FARMARIN INDUSTRIA E COMERCIO LTDA;58.635.830/0001-75;367530211;28/01/2021;2021-01-28;especifico
SENEFLORA;KLEY HERTZ FARMACEUTICA S.A;92.695.691/0001-03;362538219;28/01/2021;2021-01-28;fitoterapico
CICLOPLÉGICO;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;43.426.626/0001-77;384957211;29/01/2021;2021-01-29;similar
NORFLOXACINO;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;384437214;29/01/2021;2021-01-29;generico
RENAGEL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;382695213;29/01/2021;2021-01-29;novo
CETOCONAZOL;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;2501297000102;393723212;30/01/2021;2021-01-30;generico
atorvastatina cálcica;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;417613218;01/02/2021;2021-02-01;generico
GLICOFISIOLÓGICO;FARMARIN INDUSTRIA E COMERCIO LTDA;58.635.830/0001-75;430087214;02/02/2021;2021-02-02;especifico
LOMFER;LABORATÓRIOS OSÓRIO DE MORAES LTDA;19.791.813/0001-75;431312217;02/02/2021;2021-02-02;especifico
MUCOFAN;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;426901212;02/02/2021;2021-02-02;similar
GLICOSE;FARMARIN INDUSTRIA E COMERCIO LTDA;58.635.830/0001-75;429765212;02/02/2021;2021-02-02;especifico
CLORETO DE POTÁSSIO 19,1%;FARMARIN INDUSTRIA E COMERCIO LTDA;58.635.830/0001-75;430200211;02/02/2021;2021-02-02;especifico
GLALFITAL;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;448260213;03/02/2021;2021-02-03;similar
Iziz;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;444651218;03/02/2021;2021-02-03;similar
GYNO-ICADEN;BAYER S.A.;18.459.628/0001-15;464130212;04/02/2021;2021-02-04;novo
CARBOCISTEINA;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;467035213;04/02/2021;2021-02-04;generico
MEDMULHER;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;466094213;04/02/2021;2021-02-04;similar
HYPOVERIN;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA;17.174.657/0001-78;462964217;04/02/2021;2021-02-04;similar
FLUCOMED;CIMED INDUSTRIA S.A;2814497000107;466785219;04/02/2021;2021-02-04;similar
RESIST;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;461109218;04/02/2021;2021-02-04;especifico
LARINGEX;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;44.010.437/0001-81;464628212;04/02/2021;2021-02-04;similar
maleato de enalapril;BELFAR LTDA;18.324.343/0001-77;467117211;04/02/2021;2021-02-04;generico
BESILATO DE ANLODIPINO;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;464636213;04/02/2021;2021-02-04;generico
AMIOBAL;LABORATÓRIOS BALDACCI LTDA;61.150.447/0001-31;476876211;05/02/2021;2021-02-05;similar
CAPTOPRIL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;475009218;05/02/2021;2021-02-05;generico
THERAPSOR;THERASKIN FARMACEUTICA LTDA.;61.517.397/0001-88;510003218;08/02/2021;2021-02-08;similar
ATACAND;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;513812214;08/02/2021;2021-02-08;novo
MALEATO DE TIMOLOL;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;510667212;08/02/2021;2021-02-08;generico
CARBONATO DE LÍTIO;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;512387219;08/02/2021;2021-02-08;generico
MEVA;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;517562213;08/02/2021;2021-02-08;similar
GLAUCOTRAT;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;517294212;08/02/2021;2021-02-08;similar
ácido zoledrônico;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;515862211;08/02/2021;2021-02-08;generico
AMOME;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;515546211;08/02/2021;2021-02-08;similar
ALPRAZOLAM;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;514500217;08/02/2021;2021-02-08;generico
PARACETAMOL;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;513891214;08/02/2021;2021-02-08;generico
cloridrato de nortriptilina;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;512445210;08/02/2021;2021-02-08;generico
CLORIDRATO DE TIAMINA;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;511210219;08/02/2021;2021-02-08;especifico
CLORIDRATO DE TERBINAFINA;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;509361219;08/02/2021;2021-02-08;generico
CLONIXINATO DE LISINA;EMS S/A;57.507.378/0003-65;517428217;08/02/2021;2021-02-08;generico
glimepirida;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;514685212;08/02/2021;2021-02-08;generico
besilato de anlodipino;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;515072218;08/02/2021;2021-02-08;generico
ATTOSY;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;532023212;09/02/2021;2021-02-09;similar
prednisolona;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;530657214;09/02/2021;2021-02-09;generico
clonixinato de lisina;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;534448214;09/02/2021;2021-02-09;generico
hemifumarato de bisoprolol;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;534470211;09/02/2021;2021-02-09;generico
cloridrato de fluoxetina;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;526554211;09/02/2021;2021-02-09;generico
FLUXOCOR;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;527376215;09/02/2021;2021-02-09;similar
acetato de atosibana;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;531851213;09/02/2021;2021-02-09;generico
CLORIDRATO DE PALONOSETRONA;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;532180218;09/02/2021;2021-02-09;generico
EQUILID;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;528832211;09/02/2021;2021-02-09;novo
BIOSTATE;CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;62.969.589/0001-98;529470213;09/02/2021;2021-02-09;biologico
ibuprofeno;LABORATÓRIO GLOBO SA;17.115.437/0001-73;545744211;10/02/2021;2021-02-10;generico
MASSAGEOL;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;5161069000110;558290213;11/02/2021;2021-02-11;especifico
COGIT;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;559818214;11/02/2021;2021-02-11;similar
Priorix;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;564596214;11/02/2021;2021-02-11;biologico
LEUCOGEN;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;558918215;11/02/2021;2021-02-11;especifico
PSOREX;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;568356214;11/02/2021;2021-02-11;novo
Priorix Tetra;GLAXOSMITHKLINE BRASIL LTDA;33.247.743/0001-10;564132212;11/02/2021;2021-02-11;biologico
mirtazapina;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;563431218;11/02/2021;2021-02-11;generico
VELIJA;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;564497216;11/02/2021;2021-02-11;similar
CLOTRIGEL;GLENMARK FARMACÊUTICA LTDA;44.363.661/0001-57;575964211;12/02/2021;2021-02-12;similar
cefalexina monoidratada;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;580374218;12/02/2021;2021-02-12;generico
ATROFARMA;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;6628333000146;573452215;12/02/2021;2021-02-12;similar
Atacand Comb;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;580834211;12/02/2021;2021-02-12;novo
ALFAST;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;578962211;12/02/2021;2021-02-12;similar
sulfametoxazol + trimetoprima;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;614406213;15/02/2021;2021-02-15;generico
ATEROMA;SUPERA FARMA LABORATÓRIOS S.A;43.312.503/0001-05;609876212;15/02/2021;2021-02-15;similar
CICLOPIROX OLAMINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;612602212;15/02/2021;2021-02-15;generico
LABREA;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;609713218;15/02/2021;2021-02-15;similar
CITRATO DE SILDENAFILA;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;613111215;15/02/2021;2021-02-15;generico
CLORIDRATO DE TOPOTECANA;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;626783211;16/02/2021;2021-02-16;generico
MOFYT;ACCORD FARMACÊUTICA LTDA;64.171.697/0001-46;626410217;16/02/2021;2021-02-16;similar
GLIMEPIRIDA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;639178218;17/02/2021;2021-02-17;generico
LOWE;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;1571702000198;656475215;18/02/2021;2021-02-18;generico
benzoilmetronidazol + nistatina + cloreto de benzalcônio;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;656071217;18/02/2021;2021-02-18;generico
STUGERON;JANSSEN - CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;659382218;18/02/2021;2021-02-18;novo
AMAGLYN;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;649634212;18/02/2021;2021-02-18;similar
CITRATO DE SILDENAFILA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;668825210;19/02/2021;2021-02-19;generico
ENEMIN;KLEY HERTZ FARMACEUTICA S.A;92.695.691/0001-03;672905213;19/02/2021;2021-02-19;especifico
MEDTRIM;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;672783212;19/02/2021;2021-02-19;similar
LOTAR;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;671981213;19/02/2021;2021-02-19;novo
cloridrato de ciprofloxacino;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;706848214;22/02/2021;2021-02-22;generico
PLASMAISTAR;HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;1571702000198;707668211;22/02/2021;2021-02-22;especifico
BIALU;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;5044984000126;706936217;22/02/2021;2021-02-22;similar
CETOCONAZOL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;705578211;22/02/2021;2021-02-22;generico
cloridrato de ciprofloxacino;EMS S/A;57.507.378/0003-65;706806219;22/02/2021;2021-02-22;generico
ANDROFLOXIN;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;707413211;22/02/2021;2021-02-22;similar
KEFOX;ANTIBIÓTICOS DO BRASIL LTDA;5439635000103;708178212;22/02/2021;2021-02-22;similar
norfloxacino;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;707393213;22/02/2021;2021-02-22;generico
GLIADEL;EISAI LABORATÓRIOS LTDA;8416362000170;701666212;22/02/2021;2021-02-22;novo
glibenclamida;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;711709214;22/02/2021;2021-02-22;generico
LIPTHAL;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;707915210;22/02/2021;2021-02-22;similar
cloridrato de dobutamina;ANTIBIÓTICOS DO BRASIL LTDA;5439635000103;708093210;22/02/2021;2021-02-22;generico
FAULBLASTINA;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;711703215;22/02/2021;2021-02-22;novo
SOLUÇÃO FISIOLÓGICA;FARMARIN INDUSTRIA E COMERCIO LTDA;58.635.830/0001-75;724699214;23/02/2021;2021-02-23;especifico
PLASMAFUNDIN;LABORATÓRIOS B. BRAUN S/A;31.673.254/0001-02;720949215;23/02/2021;2021-02-23;especifico
RIFASAN;EMS S/A;57.507.378/0003-65;722466214;23/02/2021;2021-02-23;similar
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;725422219;23/02/2021;2021-02-23;generico
cloridrato de metoclopramida;UNITHER INDUSTRIA FARMACEUTICA LTDA.;4656253000179;725856219;23/02/2021;2021-02-23;generico
TOPCOID;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;725164215;23/02/2021;2021-02-23;biologico
TOPERMA;GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.;10.555.143/0001-13;724781218;23/02/2021;2021-02-23;novo
BROMOPRIDA;UNITHER INDUSTRIA FARMACEUTICA LTDA.;4656253000179;721223212;23/02/2021;2021-02-23;generico
Arulatan;BL INDÚSTRIA OTICA LTDA;27.011.022/0001-03;726465218;23/02/2021;2021-02-23;similar
PRENI;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;717692219;23/02/2021;2021-02-23;similar
MAIZHER;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;724217214;23/02/2021;2021-02-23;similar
Cloridrato de memantina;PRATI DONADUZZI & CIA LTDA;73.856.593/0001-66;719884211;23/02/2021;2021-02-23;generico
isetionato de hexamidina + cloridrato de tetracaína;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;722411217;23/02/2021;2021-02-23;generico
NOOTRON;Aché Laboratórios Farmacêuticos S.A;60.659.463/0029-92;724549211;23/02/2021;2021-02-23;similar
GLIBENCLAMIDA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;738128210;24/02/2021;2021-02-24;generico
CLORIDRATO DE BROMEXINA;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;742018218;24/02/2021;2021-02-24;generico
GLYTEOL;KLEY HERTZ FARMACEUTICA S.A;92.695.691/0001-03;740955219;24/02/2021;2021-02-24;similar
STALEVO;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;741992219;24/02/2021;2021-02-24;novo
cloridrato de duloxetina;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;735782216;24/02/2021;2021-02-24;generico
SABRIL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;735046215;24/02/2021;2021-02-24;novo
COLÍRIO MOURA BRASIL;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;751235210;25/02/2021;2021-02-25;novo
MELOXICAM;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;758113211;25/02/2021;2021-02-25;generico
FASTFEN;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;757723211;25/02/2021;2021-02-25;similar
Propionato de clobetasol 0,5mg/g;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;758110216;25/02/2021;2021-02-25;generico
GINKOCAPS;KLEY HERTZ FARMACEUTICA S.A;92.695.691/0001-03;758156214;25/02/2021;2021-02-25;fitoterapico
SMOFLIPID 20%;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;758163217;25/02/2021;2021-02-25;especifico
Ternasil;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;764383217;26/02/2021;2021-02-26;similar
FLOSSOTEC;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;773430211;26/02/2021;2021-02-26;similar
